Stream Item Text;KAT
Hahahahaha jeg har det fint nok????;ANDET
Benjamin Christiansen, Alexander Christiansen;ANDET
Det bliver en hård venter sæson ????;ANDET
Godt arbejde, men det er vel kun en begyndelse.;ANDET
Han er mig på en god dag;ANDET
Vågn dog op. Vi skal ikke tage os af disse islamister som kun vil modarbejde alt hvad der er dansk kultur, næstekærlighed og danske værdier. De har kun et had mod os som du åbenbart endnu ikke fatter, men de vil os kun ondt og hvis du læser de første par vers i koranen vil du finde ud af at alle der bekender sig til koranen er i mod hele den vestlige kultur;ANDET
Hvad f..... har rejsekort  med terrorsikring at gøre?????;ANDET
Klara Adeline Nolsøe Marquez;ANDET
Min lørdags hygge var rensning af mine våben efter en dejlig dag på skydebanen, her måtte nogle havenisser lade livet, hader havenisser.;ANDET
Grete Lund 200 år, hvor de blev skudt væk... nu er de genindvandret... Af sig selv... det er dit argument om at de vil skambide hjorte, der er ude i skoven... for sådan er naturen.;ANDET
Det handler ikke om man er mand eller ej, men om sund fornuft. Når der er fred i Syrien må folk hjem igen og begynde genopbygningen. Vi kan ikke blive ved med at lukke mennesker ind fra en dysfunktionel muslimsk verden som konstant bekriger hinanden pga deres vanvittige religiøs konflikter, når vores egen nation bliver presset til bristepunktet på velfærdsydelser. Og ja, jeg ville sikkert tage tilbage, hvis jeg elskede mit land.;ANDET
Og her er vi stadig ikke nummer 1:https://www.mm.dk/skattetryk/;ANDET
dr er faktisk stopklodsen for det frie tv valg i Danmark;ANDET
"Claus Bechmann, håber I kommer til at synes den er bedre :P ;)";ANDET
Det siger de hver gang men der sker ikke noget;ANDET
Jane Vestergaard Pedersen Kasper Søndergaard Pedersen Morten Søndergaard Pedersen Annemette S. Olesen Dennis FreimaDennis Freimann OlesennMaria EriksenrTinna Wagner;ANDET
Hejsa Hvem spiller rollen som dronning til den sindssyge konge i dagens afsnit af historien om Danmark ?Vh Carina;ANDET
Mikkel Christensen Hundebøl Du kan godt regne med at det er mig i hendes alder;ANDET
Man kan ikke få for meget ??????;ANDET
I har formentlig alle sammen ret, når I gætter på at han er helt eller delvis skyldig. Men det er alligevel imponerende hvor hurtigt, voldsomt og effektivt 'folkedomstolen' kan dømme folk uden stort set at vide en skid om hvad der præcis er sket ??;ANDET
Fantastisk... Anton.. Du er sej.. du træder frem,  og oven i købet,  i radio/tv og taler så åbent om din kære søster. Selv om du ikke har talt med,  specielt mange mennesker om det. DET ER SEJT.. OG RØRENDE... ??????En tanke til din søster og dig herfra..??..Ja.. jeg kan slet ikke glemme det.Hilsen Karsten.;ANDET
Den glæder jeg mig fandme til at se!!!;ANDET
Jeg synes hun for hurtig tager parti det synes jeg er rigtigt ærgerligt for det er ellers et rigtigt godt program??;ANDET
ikke grunde til at mobbe;ANDET
Jeg forstår heller ikke hvorfor en gris skal forklædes som en pølse. Når det så er sagt er de fleste ting lavet i pasform. En hotdog er ikke en hotdog uden en pølse og når det er sagt er det ikke alle der spiser vegansk fordi de ikke kan lide kød.;ANDET
Jane Ejstrup Pedersen og Lone Vig Nielsen, jeg fik 7 rigtige og jeg er jo bare med ??;ANDET
Joan Lauridsen Ved du hvad der bruger meget vand? Dyr: til foder (grøntsager/korn), almindelig vand (drikkelse) og rengøring/alment brug. Tænkt hvis vi eliminerede (eller nedsatte vores forbrug) af kød, hvor meget vand og forurening vi ville spare! Al det vand vi ville bruge på grøntsager og korn ville vi selv kunne spise, istedet for at fodre EN ko som skal spise 10kg om dagen (ish).....;ANDET
Hvorfor har i fjernet fra nettet? Når kvinder dræber - Amber Wright. Kommer den op igen?;ANDET
Tænkte vi borger ku' hjælpe med at hun ikke bliver formand igen;ANDET
Haters will be Haters;ANDET
Helt enig. Iøvrigt er der flere hadprædikanter hvis man gør sig ulejlighed med at reflektere lidt. F.eks. Marie Krarup og Sørine Gejl ??????;ANDET
Dejligt at vores regering ikke spilder tid på uvæsentlige ting som at få SKAT og PostNord til at fungere, fjerne plastikresterne i vores grundvand eller hjælpe dem, der ryger igennem vores bredmaskede sociale sikkerhedsnet - men istedet holder uendelige mængder møder rettet mod at genere en lille håndfuld mennesker mest muligt. . . .;ANDET
Der skal ikke pilles ved det... det er måske sidste afsnit af DF der skal skrottes ??;ANDET
Samantha Braganaza Pedersen Maja Daarbak Jensen Daniella Jasmin Rink ????;ANDET
Verdens bedste er ikke Messi;ANDET
Ville jeg godt nok også ???? men tror alligevel du ville være en god kandidat ??;ANDET
Thomas Zacher Fik jeg i går;ANDET
Ja hun er fantastisk! ????;ANDET
Livet da jeg var ung Camilla Betak Byrresen ??????;ANDET
Lee Oskar - War, stoppede vist med dem midt i halvfemserne ??;ANDET
"Thomas Bond - Du er tydeligvis en ""Syrien-ekspert"", og slagter Assad's propaganda har virket :D";ANDET
Tillykke med den gode og dejlige begivenhed. 8 søde og dejlige hvalpe og en flot hundemor. ??????????????????;ANDET
Sofie Anne-Sofie Bolette Maagaard Nielsen;ANDET
haha whaat boo. .;ANDET
Høne og dérfor ser jeg programmet ??;ANDET
Han er nok den farligste mand i Venstre i dag. Han er skrupelløs, uansvarlig, løgnagtig og samvittighedsløs. Det er ham, der støber kuglerne, og Lille Lars, der fyrer dem af.;ANDET
Ja, i dag hvor forældre vil være venner med deres børn er der mange der ikke tør at tage opgøret. For tænk hvis børnene bliver sure på dem??;ANDET
Søren Staugaard Jørgensen at man endnu engang har lavet en statistik som påviser at kriminaliteten er falden, hvilket den ihvertfald har været siden 80’erne. Det er ikke ny viden, det eneste nye er at det er så lille en gruppe, der begår størstedelen af kriminaliteten. Men hey, jeg er ikke gammel nok til af huske bomber i telefonbokse, måske er du?;ANDET
Nååårrrhh, duer det ikke, nu hvor vi heldigvis slap af med Margrethe V til EU ? :D;ANDET
"Niklas Askjær du er en kombi af både yngste og mellemste og jeg passer lige i kassen med den ældste :-P ;-) hahah!";ANDET
Nej dsv. Men han er sgu en sej fætter. Mon ikke jeg møder ham en dag.;ANDET
Hvornår får i opdateret, så Indefra med Anders Agger kan se på podcast. ?I lovede for noget tiden siden at undersøge det;ANDET
Ja efter 12 års uddannelse er det godt nok for dårligt de ikke vil arbejde gratis.;ANDET
Frederik Devantier du er jo helt sund;ANDET
Hahahahaha.. Han hænger måske mest ud hjemme hos dig fra nu af? ??;ANDET
Hvad hjælper det, når dem som sælger er under 18 år......;ANDET
det er lidt det samme som de gamle på plejehjemmene de skal også holde sig ufatteligt længe ,eller vænne sig til at tisse i bleen som så ikke altid kan rumme mere ,det er et godt tegn på at Danmark kun ser til de stærke og de riges side !;ANDET
Min datter Freja Lykke Larsen på 13 og jeg på tjaa i 40 erne glæder os også til i morgen.  Og Malte og Gulddreng er super gode. Dejlig stille musik fra Malte og gang i gaden fra Gulddreng. Lidt skiso må det være....   ??????????;ANDET
Niklas B. Rasmussen Thor Per AmterNatascha Marita Hedegaard det er jo kraftedme da ulækkert??????;ANDET
Havde præcis samme tanke!;ANDET
Behøver Julie Berthelsen , at grine hele tiden ,over ingenting, . Og så siger hun mange gange :Det må man sige, holder meget af hende, men lidt irriterende dag efter dag. Med venlig hilsen Ingelise;KLAGE
Jeg ved fra begge uddannelser at måske kan man en eller to ting bedre end.en udlært/uddannet som Uuddannet.Men de kan ikke levere det samme som uddannede i det lange løb.;ANDET
Jeg har 2 øjne;ANDET
Go weekend ??Og Go kamp ?? hvem skal heppe istedet for mig ? På min plads ??;ANDET
Til forskel fra dit superfede, supertrve projekt?;ANDET
Jo jo. Men hvorfor kommer der ingen ansøgninger??????;ANDET
Cecilie er den kommet ud?;ANDET
Therese Kronberg Kristensen superfood!;ANDET
VIGTIG VIDEN!!   https://ing.dk/artikel/radioaktiv-sky-ligger-europa-ulykke-kasakhstan-eller-rusland-208458?utm_source=ING+V2+Common&utm_medium=email&utm_campaign=cab4a2871a-EMAIL_CAMPAIGN_2017_11_10&cx_newsletter=daglig&cx_newsletterid=206601&utm_term=0_e43d1267b1-cab4a2871a-48725921;ANDET
Haha har hørt den;ANDET
Hahahaha glæder mig til at se Jægeren hahaha;ANDET
Dennis Bruun hvad er prensiber? Hvad mener du med, at vi andre bliver og kæmper? Hvornår har du/vi gjort det?;ANDET
Rasmus Svane og William August Martinussen.. Hahahahhahahahaha bare tanken om det svane ??;ANDET
Afghanistan-krigen er en joke. Intet klart mål andet end at sikre naturessurser til store virksomheder. Den må vist betegnes som tabt nu. Hvis I havde befolkningen med jer havde I vundet nu, men det har I ikke.;ANDET
"Og det er så forklaringen på at nettet den dag i dag stadig er gratis at bruge. Uden cookies, uden reklamer, uden chance for at firmaerne kan brande og sælge deres produkter ville der ikke være noget internet. I og med der ingen profit ville være og ingen chance for firmaerne for at gøre opmærksom på sig selv. Så tænk over det næste gang i brokker jer over at blive ""overvåget""..";ANDET
Stine Greve Offerkortet er vidt ikke spillet af mig. Jeg beder blot om et minimum af saglighed. Og endelig troede jeg ikke at penismisundelse var ret udbredt før jeg begyndte at høre om de mange forsmåede små kvinder, som i mangel af saglighed begynder at finde på denne type patetisk klynkeri;ANDET
WHAT!!! Jeg melder klar alligevel ???????;ANDET
Mathias Kemp KA Axelsen <3;ANDET
Billetterne kan købes på fredag ????;ANDET
Tvind er en skandale, der ødelægger det for alle andre, der gør et godt stykke arbejde for de socialt udsatte. >:-(;ANDET
Dejligt du står frem Josefine og fortæller om problemet ??;ANDET
Hahahaha det er endnu bedre, end da I fortalte den????;ANDET
Det er bare sjovt??;ANDET
Jeg døde af grin da jeg så den!????????;ANDET
Rebecca Sølbeck Schmidt - og hvordan kan bevisbyrden ende hos modtager? Bevis over for mig at der ikke er en tepotte i kredsløb om Solen, tak ...(psst! https://en.m.wikipedia.org/wiki/Russell%27s_teapot);ANDET
Gert ???? Sikken et billigt trick. Du ved jo at Labrador-hvalpe trumfer alt ????;ANDET
4583 Sjællands Odde i vores skønne sommerhus ?????? Vi er SÅ klar ??;ANDET
Kêyhan ?ikak  du må have glemt hvordan i selv solgte jeres land, at fylde historien op med løgn kan du gør overfor dansker ikke overfor os din mongol ??;ANDET
Israa Azzam ‘Jeg kan bare gynge højere end dig i de her blinkesko’ ‘jeg er faktisk også ligeglad, og der er en fugleklat på din gynge’;ANDET
Første gang behøver man ikke gummi;ANDET
Chris Gulddahl Pedersen Steffen Bech Balle;ANDET
Katarina Rasmussen ?? cool!!;ANDET
Jeg skal bare lige være i Grindsted kl. 1. Ellers er jeg klar på hvor end i verdenen ???? #roadtrip;ANDET
Latifa Bint Ali Abdelhakim Abdals Mary Silvia Fernández;ANDET
Camilla Louise Kjeldsen Knudsen????;ANDET
Nej nej han indrømmer til sidst ??;ANDET
Mie K. Jensen jeg tror og håber det her er lige så meget en joke som den med hende der havde været kærester med valgplakaten i 4 år ??;ANDET
Erika Katrine Hansen Max Bøje Kaplan ????;ANDET
Borgmesteren i Barcelona er ansvarlig for disse uroligheder, der bunder i overtrædelse af Spaniens love.;ANDET
Amen vi har jo været på forkant længe;ANDET
"Ketil Thomsen nu har der altid været krige i den ende(kender nok fra nabo området der siger der bliver aldrig fred,og har aldrig været det(de kan huske historier fra fædre og bedsteforældre)stamme mentalitet,problemer med sunnier of shaia,som så ikke kan lide alivi eller kurdere eller armeniere eller esuiter osv(Store dele af befolkningen lever stadig i stenalderen om du kan lide det eller ej,og det er altså ikke andres skyld ;) selv om vi altid høre alt skidt skyldes Israel USA og Europa,og alt godt dem selv og himmelnissen ;) )og da ikke vesten der er skyld i problemerne i Myanmar og Thailand og Filippinerne  og flere andre steder ?";ANDET
De kommer jo ikke på arbejdsmarked de kan jo intet foretagesig i de klæder, vil de selv bestemme så må man lukke kassen for hjælp så står de ikke til rådighed for arbejdsmarked.Så er den ged barberet.Deres mænd og børn går i vestligt tøj, pigerne til en vis alder så er der dømt burke. Vi har maskeforbud det på s også gælde dem.;ANDET
Jytte Marquard Knap hun hedder rent faktisk -Kamma ????;ANDET
Søren - er det dig?????;ANDET
Henrik Oversø Hansen jeg har flere personer inde på livet der lever sådan. Som er lykkelig i deres parforhold. Hvor både manden og kvinden er sammen med andre:) Måske du skulle opleve en swingerklub en dag og se hvor glade folk faktisk er:);ANDET
Ikke alle steder er det muligt med offentlig trafik, alle har da troet på en elevator, hvad er forskellen??;ANDET
Så kan de jo bare kalde banden noget andet...Jøsses..;ANDET
Nathalie Rosenberg Hauberg-Lund ?;ANDET
Det ved jeg ikke om man gør? Hvem er man? Hvem er du? Hvad prøver du at sige?;ANDET
Anna Rønberg Holgersen du den eneste der synes den var underlig;ANDET
Bo Grubak ...men jurist er dog bedre end hvis folket valgte en damefrisør....;ANDET
Esra YaziciSara MohamadMarina Amirzai AHAHAGA SE DEN LIGE;ANDET
"Jeg vil bestemt ikke betale for noget jeg overhovedet ikke tror på.Og heller ikke bidrage til måden pengene bliver brugt på 80.000 kr for bænke140.000 kr for ""kunstbillede"" af sidste nadver.Og det er kun hvad jeg lige kan huske.Hvis kirken havde mere medmennskelighed i sit budget ville jeg gerne.";ANDET
Min kone  er en kylling hun vil ikke med mig CHICKEN ??????????????;ANDET
Det kan vi da godt ??;ANDET
Hvad er det for lande du refererer til som værende taberlande? Og hvilke kriterier bedømmer man om et land er et taber eller vinderland ud fra?;ANDET
Jo og Mette skat . Men de ved det begge godt;ANDET
Anja Christiansen ????Gade kun spole tid tilbage til den gang ??Jeanette Dahnke Carl ??Kamilla Jørgensen ??mange sjove minde cyklen tur til Hvor bog Bob  land????;ANDET
Ret mig hvis jeg tager fejl. 3 kvinder i Danmark bärer burka. 100-200 bärer niqab. De fleste er konvertitter som selv har valgt at iförer sig kläderne. Når det er så få der bärer burka, er det närmere kollektiv mobning end en frihedskamp. Det er i HVERT fald spild af hjerneceller at bekymre sig om.;ANDET
Alternative Fûr Dänemark !  Fyr alle røde journalister.;ANDET
Jeg kan slet ikke tage det seriøst ... det er simpelthen så pinligt;ANDET
Okay så må vi jo nøjes ??;ANDET
i min stol i det lyserøde hus i Brabrand og Kristian Ørsnæs kunne høre jeg var vågen. vi så tv troede først det var film .men skal love for den film var virklig øv  øv;ANDET
Var vi også sådan? ?? Jeg husker børnehaven som en god tid, men vi kan da sagtens havde skulle overgå hinanden konstant ????;ANDET
